url,updated,lastChecked,diffSummary
https://ohiodnr.gov/discover-and-learn/safety-conservation/about-ODNR/oil-gas/division-of-oil-and-gas,False,2025-08-18T04:46:27.694676Z,
https://ohiodnr.gov/wps/portal/gov/odnr/buy-and-apply/regulatory-permits/oil-and-gas-permits,False,2025-08-18T04:46:27.893404Z,
https://ohiodnr.gov/discover-and-learn/safety-conservation/about-ODNR/oil-gas/oil-gas-resources/permit-application,False,2025-08-18T04:46:28.093422Z,
https://ohiodnr.gov/business-and-industry/municipalities-and-public-entities/commissions-and-councils/oil-gas-land-management-commission,False,2025-08-18T04:46:28.269546Z,
https://epa.ohio.gov/divisions-and-offices/air-pollution-control/permitting/applying-for-an-air-pollution-control-permit,False,2025-08-18T04:46:28.505365Z,
https://epa.ohio.gov/divisions-and-offices/air-pollution-control/permitting,False,2025-08-18T04:46:28.685465Z,
https://epa.ohio.gov/divisions-and-offices/surface-water/permitting/npdes-general-permits,False,2025-08-18T04:46:28.872522Z,
https://epa.ohio.gov/divisions-and-offices/surface-water/permitting/individual-wastewater-discharge-permits,False,2025-08-18T04:46:29.074361Z,
https://puco.ohio.gov/utilities/gas/resources/natural-gas-pipeline-safety-in-ohio,False,2025-08-18T04:46:29.252669Z,
https://puco.ohio.gov/utilities/gas/resources/gps-reporting-requirements,False,2025-08-18T04:46:29.421960Z,
https://www.southwestohioair.org/special_programs/permits.php,False,2025-08-18T04:46:29.638702Z,No change detected
https://www.clevelandhealth.org/programs/air/permitting/,False,2025-08-18T04:46:30.145442Z,No change detected
