url,updated,lastChecked,diffSummary
https://epd.georgia.gov/chapter-391-3-13-rules-oil-and-gas-and-deep-drilling,False,2025-08-18T04:29:08.639891Z,No change detected
https://rules.sos.ga.gov/gac/391-3-13,False,2025-08-18T04:29:08.819601Z,
https://epd.georgia.gov/forms-permits/air-protection-branch-forms-permits/air-permits,False,2025-08-18T04:29:09.098982Z,No change detected
https://epd.georgia.gov/air-protection-branch-technical-guidance-0/types-air-quality-permits/title-v-permitting,False,2025-08-18T04:29:09.399590Z,No change detected
https://epd.georgia.gov/forms-permits/air-protection-branch-forms-permits/air-permits/apply-air-permit,False,2025-08-18T04:29:09.892030Z,No change detected
https://epd.georgia.gov/forms-permits/watershed-protection-branch-forms-permits/wastewater-permitting/national-pollutant,False,2025-08-18T04:29:10.176035Z,No change detected
https://epd.georgia.gov/forms-permits/watershed-protection-branch-forms-permits/wastewater-permitting,False,2025-08-18T04:29:10.445700Z,No change detected
https://epd.georgia.gov/forms-permits/watershed-protection-branch-forms-permits/wastewater-permitting/national-pollutant-0,False,2025-08-18T04:29:10.931651Z,No change detected
https://psc.ga.gov/facilities-protection/pipeline-safety/,True,2025-08-18T04:29:11.589647Z,Updated
https://rules.sos.state.ga.us/gac/515-9-3,False,2025-08-18T04:29:11.746935Z,
https://gspc.georgia.gov/,False,2025-08-18T04:29:12.089180Z,No change detected
https://law.justia.com/codes/georgia/title-50/chapter-16/article-2/section-50-16-43/,False,2025-08-18T04:29:12.432085Z,No change detected
