url,updated,lastChecked,diffSummary
https://www.utc.wa.gov/public-safety/pipeline-safety,False,2025-08-18T04:49:56.373299Z,No change detected
https://ecology.wa.gov/regulations-permits/permits-certifications/air-quality-permits,False,2025-08-18T04:49:56.982512Z,No change detected
https://ecology.wa.gov/about-us/accountability-transparency/partnerships-committees/clean-air-agencies,False,2025-08-18T04:49:57.273740Z,No change detected
https://pscleanair.gov/101/Permits-Registration,False,2025-08-18T04:49:57.760510Z,No change detected
https://spokanecleanair.org/for-business/notice-of-construction/,False,2025-08-18T04:49:57.983894Z,No change detected
https://www.yakimacleanair.org/services/forms.html,False,2025-08-18T04:49:58.256648Z,No change detected
https://www.orcaa.org/,False,2025-08-18T04:49:58.815530Z,No change detected
https://nwcleanairwa.gov/permits-and-services/,False,2025-08-18T04:49:59.025685Z,
https://www.swcleanair.gov/permits/,True,2025-08-18T04:49:59.444810Z,Updated
https://bentoncleanair.org/for-business/notice-of-construction/,False,2025-08-18T04:49:59.655609Z,No change detected
https://ecology.wa.gov/water-shorelines/water-quality/water-quality-permits,False,2025-08-18T04:49:59.946772Z,No change detected
https://www.epa.gov/npdes-permits/washington-npdes-permits,False,2025-08-18T04:50:00.059968Z,No change detected
https://ecology.wa.gov/water-shorelines/shoreline-coastal-management/coastal-zone-management/federal-consistency,False,2025-08-18T04:50:00.348234Z,No change detected
