url,updated,lastChecked,diffSummary
https://www.nj.gov/bpu/about/divisions/reliability,False,2025-08-18T04:45:29.522470Z,No change detected
https://dep.nj.gov/boss/air-permitting-guidance/,False,2025-08-18T04:45:29.605905Z,No change detected
https://dep.nj.gov/boss/general-permits/,False,2025-08-18T04:45:29.701062Z,No change detected
https://dep.nj.gov/boss/general-permits/general-operating-permits/,False,2025-08-18T04:45:29.850653Z,No change detected
https://www.epa.gov/caa-permitting/clean-air-permitting-new-jersey,False,2025-08-18T04:45:29.991108Z,No change detected
https://dep.nj.gov/dwq/wastewater/,False,2025-08-18T04:45:30.064968Z,No change detected
https://www.epa.gov/npdes-permits/new-jersey-npdes-permits,False,2025-08-18T04:45:30.192277Z,No change detected
https://www.nj.gov/dep/cmp/czm_federal.html,False,2025-08-18T04:45:30.456390Z,No change detected
https://njems.nj.gov/DataMiner/Search/SearchByCategory?catName=Air+Quality+Permitting+and+Reporting&getCategory=y&isExternal=y,False,2025-08-18T04:45:30.559871Z,No change detected
https://njems.nj.gov/DataMiner/Search/SearchByCategory,False,2025-08-18T04:45:30.635133Z,No change detected
