url,updated,lastChecked,diffSummary
https://iuc.iowa.gov/regulated-industries/pipeline-permits-certifications/pipeline-safety,False,2025-08-18T04:32:05.564128Z,No change detected
https://iuc.iowa.gov/regulated-industries/pipeline-permits-certifications/hazardous-liquid-pipeline-permits,False,2025-08-18T04:32:05.734814Z,No change detected
https://www.iowadnr.gov/environmental-protection/air-quality/air-quality-construction-permits,False,2025-08-18T04:32:05.940634Z,No change detected
https://www.iowadnr.gov/environmental-protection/air-quality/operating-permits,False,2025-08-18T04:32:06.126321Z,No change detected
https://programs.iowadnr.gov/easyair/Public/GovEnt/Shared/Pages/Main/Login.aspx,True,2025-08-18T04:32:06.320390Z,Updated
https://www.iowadnr.gov/environmental-protection/air-quality/eair-services,False,2025-08-18T04:32:06.589634Z,No change detected
https://www.iowadnr.gov/environmental-protection/air-quality/local-air-quality-programs,False,2025-08-18T04:32:06.867294Z,No change detected
https://www.linncountyiowa.gov/1429/Air-Quality,False,2025-08-18T04:32:07.025818Z,No change detected
https://www.polkcountyiowa.gov/public-works/air-quality/,False,2025-08-18T04:32:07.327949Z,No change detected
https://www.iowadnr.gov/environmental-protection/water-quality/wastewater-permitting-npdes,False,2025-08-18T04:32:07.549526Z,No change detected
https://www.epa.gov/npdes-permits/iowa-npdes-permits,False,2025-08-18T04:32:07.653242Z,No change detected
https://www.iowadnr.gov/environmental-protection/water-quality/wastewater-permitting-npdes/current-permits,False,2025-08-18T04:32:07.835846Z,No change detected
